Region,Country,Year,Gender,SuicideCount
AMERICA,ECUADOR,1996,Female,197
AMERICA,ECUADOR,1997,Male,391
AMERICA,ECUADOR,1997,Female,190
AMERICA,ECUADOR,1998,Male,374
AMERICA,ECUADOR,1998,Female,175
AMERICA,ECUADOR,1999,Male,426
AMERICA,ECUADOR,1999,Female,190
AMERICA,ECUADOR,2000,Male,372
AMERICA,ECUADOR,2000,Female,163
AMERICA,ECUADOR,2001,Male,399
AMERICA,ECUADOR,2001,Female,185
AMERICA,ECUADOR,2002,Male,398
AMERICA,ECUADOR,2002,Female,180
AMERICA,CUBA,1992,Male,1334
AMERICA,CUBA,1992,Female,966
AMERICA,ECUADOR,2003,Male,453
AMERICA,ECUADOR,2003,Female,222
AMERICA,CUBA,1993,Male,1410
AMERICA,CUBA,1993,Female,964
AMERICA,CUBA,1994,Male,1442
AMERICA,CUBA,1994,Female,837
AMERICA,ECUADOR,2004,Male,556
AMERICA,ECUADOR,2004,Female,237
AMERICA,CUBA,1995,Male,1410
AMERICA,CUBA,1995,Female,813
AMERICA,CUBA,1996,Male,1354
AMERICA,CUBA,1996,Female,661
AMERICA,ECUADOR,2005,Male,683
AMERICA,ECUADOR,2005,Female,260
AMERICA,CUBA,1997,Male,1401
AMERICA,CUBA,1997,Female,628
AMERICA,CUBA,1998,Male,1401
AMERICA,CUBA,1998,Female,655
AMERICA,CUBA,1999,Male,1467
AMERICA,CUBA,1999,Female,584
AMERICA,CUBA,2000,Male,1310
AMERICA,CUBA,2000,Female,535
AMERICA,CUBA,2001,Male,1204
AMERICA,CUBA,2001,Female,449
AMERICA,CUBA,2002,Male,1147
AMERICA,CUBA,2002,Female,459
AMERICA,ECUADOR,2006,Male,602
AMERICA,ECUADOR,2006,Female,298
AMERICA,CUBA,2003,Male,1126
AMERICA,CUBA,2003,Female,373
AMERICA,CUBA,2004,Male,1144
AMERICA,CUBA,2004,Female,371
AMERICA,CUBA,2005,Male,1047
AMERICA,CUBA,2005,Female,351
AMERICA,CUBA,2006,Male,1103
AMERICA,CUBA,2006,Female,273
AMERICA,CUBA,2007,Male,1041
AMERICA,CUBA,2007,Female,266
AMERICA,CUBA,2008,Male,1067
AMERICA,CUBA,2008,Female,310
AMERICA,CUBA,2009,Male,1141
AMERICA,CUBA,2009,Female,336
AMERICA,CUBA,2010,Male,1229
AMERICA,CUBA,2010,Female,329
AMERICA,CUBA,2011,Male,1214
AMERICA,CUBA,2011,Female,315
AMERICA,CUBA,2012,Male,1199
AMERICA,CUBA,2012,Female,296
AMERICA,ECUADOR,2007,Male,732
AMERICA,ECUADOR,2007,Female,274
AMERICA,CUBA,2013,Male,1202
AMERICA,CUBA,2013,Female,298
AMERICA,CUBA,2014,Male,1147
AMERICA,CUBA,2014,Female,307
AMERICA,ECUADOR,2008,Male,673
AMERICA,ECUADOR,2008,Female,255
AMERICA,CUBA,2015,Male,1211
AMERICA,CUBA,2015,Female,300
AMERICA,CUBA,2016,Male,1147
AMERICA,CUBA,2016,Female,290
AMERICA,ECUADOR,2009,Male,720
AMERICA,ECUADOR,2009,Female,245
AMERICA,CUBA,2017,Male,1229
AMERICA,CUBA,2017,Female,340
AMERICA,CUBA,2018,Male,1191
AMERICA,CUBA,2018,Female,310
AMERICA,ECUADOR,2010,Male,658
AMERICA,ECUADOR,2010,Female,254
AMERICA,CUBA,2019,Male,1208
AMERICA,CUBA,2019,Female,259
AMERICA,CUBA,2020,Male,1282
AMERICA,CUBA,2020,Female,274
EUROPE,DENMARK,2015,Male,390
EUROPE,DENMARK,2015,Female,174
AMERICA,CUBA,2021,Male,1476
AMERICA,CUBA,2021,Female,322
EUROPE,DENMARK,2016,Male,433
EUROPE,DENMARK,2016,Female,144
AMERICA,ECUADOR,2011,Male,655
AMERICA,ECUADOR,2011,Female,264
EUROPE,DENMARK,2017,Male,418
EUROPE,DENMARK,2017,Female,165
EUROPE,DENMARK,2018,Male,426
EUROPE,DENMARK,2018,Female,158
EUROPE,DENMARK,2019,Male,452
EUROPE,DENMARK,2019,Female,152
EUROPE,DENMARK,2020,Male,412
EUROPE,DENMARK,2020,Female,167
EUROPE,DENMARK,2021,Male,384
EUROPE,DENMARK,2021,Female,144
AMERICA,ECUADOR,2012,Male,711
AMERICA,ECUADOR,2012,Female,265
AMERICA,ECUADOR,2013,Male,490
AMERICA,ECUADOR,2013,Female,186
AMERICA,DOMINICAN REPUBLIC,2015,Male,504
AMERICA,DOMINICAN REPUBLIC,2015,Female,77
AMERICA,DOMINICAN REPUBLIC,2016,Male,493
AMERICA,DOMINICAN REPUBLIC,2016,Female,99
AMERICA,DOMINICAN REPUBLIC,2017,Male,534
AMERICA,DOMINICAN REPUBLIC,2017,Female,118
AMERICA,DOMINICAN REPUBLIC,2018,Male,578
AMERICA,DOMINICAN REPUBLIC,2018,Female,136
AMERICA,ECUADOR,2014,Male,567
AMERICA,ECUADOR,2014,Female,167
AFRICA,EGYPT,2000,Male,36
AFRICA,EGYPT,2000,Female,13
AFRICA,EGYPT,2001,Male,29
AFRICA,EGYPT,2001,Female,20
AFRICA,EGYPT,2002,Male,20
AFRICA,EGYPT,2002,Female,16
EUROPE,CZECHIA,1991,Male,1393
EUROPE,CZECHIA,1991,Female,511
AFRICA,EGYPT,2003,Male,28
AFRICA,EGYPT,2003,Female,14
AFRICA,EGYPT,2009,Male,40
AFRICA,EGYPT,2009,Female,12
AFRICA,EGYPT,2010,Male,31
AFRICA,EGYPT,2010,Female,17
AFRICA,EGYPT,2011,Male,156
AFRICA,EGYPT,2011,Female,21
AFRICA,EGYPT,2012,Male,172
AFRICA,EGYPT,2012,Female,39
AFRICA,EGYPT,2013,Male,126
AFRICA,EGYPT,2013,Female,23
AFRICA,EGYPT,2014,Male,71
AFRICA,EGYPT,2014,Female,17
EUROPE,ESTONIA,2000,Male,289
EUROPE,ESTONIA,2000,Female,88
EUROPE,ESTONIA,2001,Male,315
EUROPE,ESTONIA,2001,Female,86
EUROPE,ESTONIA,2002,Male,299
EUROPE,ESTONIA,2002,Female,72
EUROPE,ESTONIA,2003,Male,276
EUROPE,ESTONIA,2003,Female,66
EUROPE,ESTONIA,2004,Male,264
EUROPE,ESTONIA,2004,Female,59
EUROPE,ESTONIA,2005,Male,220
EUROPE,ESTONIA,2005,Female,53
EUROPE,ESTONIA,2006,Male,191
EUROPE,ESTONIA,2006,Female,56
EUROPE,ESTONIA,2007,Male,207
EUROPE,ESTONIA,2007,Female,46
EUROPE,ESTONIA,2008,Male,189
EUROPE,ESTONIA,2008,Female,53
EUROPE,ESTONIA,2009,Male,220
EUROPE,ESTONIA,2009,Female,49
EUROPE,ESTONIA,2010,Male,181
EUROPE,ESTONIA,2010,Female,42
EUROPE,ESTONIA,2011,Male,178
EUROPE,ESTONIA,2011,Female,40
EUROPE,ESTONIA,2012,Male,190
EUROPE,ESTONIA,2012,Female,47
EUROPE,ESTONIA,2013,Male,171
EUROPE,ESTONIA,2013,Female,47
EUROPE,ESTONIA,2014,Male,193
EUROPE,ESTONIA,2014,Female,48
OCEANIA,FIJI,2001,Male,28
OCEANIA,FIJI,2001,Female,8
OCEANIA,FIJI,2002,Male,26
OCEANIA,FIJI,2002,Female,16
OCEANIA,FIJI,2003,Male,6
OCEANIA,FIJI,2003,Female,4
OCEANIA,FIJI,2004,Male,16
OCEANIA,FIJI,2004,Female,8
OCEANIA,FIJI,2005,Male,16
OCEANIA,FIJI,2005,Female,6
OCEANIA,FIJI,2006,Male,15
OCEANIA,FIJI,2006,Female,9
OCEANIA,FIJI,2007,Male,10
OCEANIA,FIJI,2007,Female,3
OCEANIA,FIJI,2008,Male,26
OCEANIA,FIJI,2008,Female,12
OCEANIA,FIJI,2009,Male,19
OCEANIA,FIJI,2009,Female,7
OCEANIA,FIJI,2011,Male,30
OCEANIA,FIJI,2011,Female,8
OCEANIA,FIJI,2012,Male,24
OCEANIA,FIJI,2012,Female,10
EUROPE,FINLAND,1991,Male,1190
EUROPE,FINLAND,1991,Female,303
EUROPE,FINLAND,1992,Male,1156
EUROPE,FINLAND,1992,Female,295
EUROPE,FINLAND,1993,Male,1106
EUROPE,FINLAND,1993,Female,291
EUROPE,FINLAND,1994,Male,1080
EUROPE,FINLAND,1994,Female,307
EUROPE,FINLAND,1995,Male,1080
EUROPE,FINLAND,1995,Female,308
EUROPE,FINLAND,1996,Male,965
EUROPE,FINLAND,1996,Female,282
EUROPE,FINLAND,1997,Male,1038
EUROPE,FINLAND,1997,Female,284
EUROPE,FINLAND,1998,Male,962
EUROPE,FINLAND,1998,Female,266
EUROPE,FINLAND,1999,Male,954
EUROPE,FINLAND,1999,Female,253
EUROPE,FINLAND,2000,Male,873
EUROPE,FINLAND,2000,Female,292
EUROPE,FINLAND,2001,Male,933
EUROPE,FINLAND,2001,Female,271
EUROPE,FINLAND,2002,Male,824
EUROPE,FINLAND,2002,Female,271
EUROPE,FINLAND,2003,Male,815
EUROPE,FINLAND,2003,Female,260
EUROPE,FINLAND,2004,Male,812
EUROPE,FINLAND,2004,Female,252
EUROPE,FINLAND,2005,Male,724
EUROPE,FINLAND,2005,Female,270
EUROPE,FINLAND,2006,Male,803
EUROPE,FINLAND,2006,Female,259
EUROPE,FINLAND,2007,Male,751
EUROPE,FINLAND,2007,Female,244
EUROPE,FINLAND,2008,Male,801
EUROPE,FINLAND,2008,Female,232
EUROPE,FINLAND,2009,Male,761
EUROPE,FINLAND,2009,Female,273
EUROPE,FINLAND,2010,Male,718
EUROPE,FINLAND,2010,Female,236
EUROPE,FINLAND,2011,Male,710
EUROPE,FINLAND,2011,Female,202
EUROPE,FINLAND,2012,Male,655
EUROPE,FINLAND,2012,Female,218
EUROPE,FINLAND,2013,Male,666
EUROPE,FINLAND,2013,Female,221
EUROPE,FINLAND,2014,Male,599
EUROPE,FINLAND,2014,Female,190
EUROPE,FRANCE,1991,Male,8221
EUROPE,FRANCE,1991,Female,3281
EUROPE,FRANCE,1992,Male,8442
EUROPE,FRANCE,1992,Female,3202
EUROPE,FRANCE,1993,Male,8861
EUROPE,FRANCE,1993,Female,3390
EUROPE,FRANCE,1994,Male,8872
EUROPE,FRANCE,1994,Female,3169
EUROPE,FRANCE,1995,Male,8605
EUROPE,FRANCE,1995,Female,3214
EUROPE,FRANCE,1996,Male,8174
EUROPE,FRANCE,1996,Female,3105
EUROPE,FRANCE,1997,Male,8099
EUROPE,FRANCE,1997,Female,3040
EUROPE,FRANCE,1998,Male,7771
EUROPE,FRANCE,1998,Female,2763
EUROPE,FRANCE,1999,Male,7427
EUROPE,FRANCE,1999,Female,2841
EUROPE,FRANCE,2000,Male,7975
EUROPE,FRANCE,2000,Female,2874
EUROPE,FRANCE,2001,Male,7660
EUROPE,FRANCE,2001,Female,2789
EUROPE,FRANCE,2002,Male,7728
EUROPE,FRANCE,2002,Female,2915
EUROPE,FRANCE,2003,Male,8038
EUROPE,FRANCE,2003,Female,2833
EUROPE,FRANCE,2004,Male,7855
EUROPE,FRANCE,2004,Female,2949
EUROPE,FRANCE,2005,Male,7829
EUROPE,FRANCE,2005,Female,2884
EUROPE,FRANCE,2006,Male,7593
EUROPE,FRANCE,2006,Female,2830
EUROPE,FRANCE,2007,Male,7419
EUROPE,FRANCE,2007,Female,2708
EUROPE,FRANCE,2008,Male,7619
EUROPE,FRANCE,2008,Female,2734
EUROPE,FRANCE,2009,Male,7765
EUROPE,FRANCE,2009,Female,2734
EUROPE,FRANCE,2010,Male,7641
EUROPE,FRANCE,2010,Female,2738
EUROPE,FRANCE,2011,Male,7790
EUROPE,FRANCE,2011,Female,2618
EUROPE,FRANCE,2012,Male,7326
EUROPE,FRANCE,2012,Female,2417
EUROPE,FRANCE,2013,Male,7225
EUROPE,FRANCE,2013,Female,2375
EUROPE,FRANCE,2014,Male,6661
EUROPE,FRANCE,2014,Female,2220
ASIA,GEORGIA,1995,Male,106
ASIA,GEORGIA,1995,Female,32
ASIA,GEORGIA,1996,Male,124
ASIA,GEORGIA,1996,Female,38
ASIA,GEORGIA,1997,Male,141
ASIA,GEORGIA,1997,Female,35
ASIA,GEORGIA,1998,Male,118
ASIA,GEORGIA,1998,Female,30
ASIA,GEORGIA,1999,Male,147
ASIA,GEORGIA,1999,Female,42
AMERICA,ECUADOR,2015,Male,807
AMERICA,ECUADOR,2015,Female,266
AMERICA,ECUADOR,2016,Male,953
AMERICA,ECUADOR,2016,Female,266
ASIA,GEORGIA,2000,Male,102
ASIA,GEORGIA,2000,Female,29
AMERICA,ECUADOR,2017,Male,943
AMERICA,ECUADOR,2017,Female,241
AMERICA,ECUADOR,2018,Male,955
AMERICA,ECUADOR,2018,Female,266
ASIA,GEORGIA,2001,Male,73
ASIA,GEORGIA,2001,Female,27
AMERICA,ECUADOR,2019,Male,949
AMERICA,ECUADOR,2019,Female,246
AMERICA,ECUADOR,2020,Male,852
AMERICA,ECUADOR,2020,Female,219
ASIA,GEORGIA,2004,Male,147
ASIA,GEORGIA,2004,Female,28
AMERICA,ECUADOR,2021,Male,703
AMERICA,ECUADOR,2021,Female,177
ASIA,GEORGIA,2005,Male,70
ASIA,GEORGIA,2005,Female,18
ASIA,GEORGIA,2006,Male,59
ASIA,GEORGIA,2006,Female,13
ASIA,GEORGIA,2007,Male,84
ASIA,GEORGIA,2007,Female,20
ASIA,GEORGIA,2009,Male,149
ASIA,GEORGIA,2009,Female,39
ASIA,GEORGIA,2010,Male,97
ASIA,GEORGIA,2010,Female,16
ASIA,GEORGIA,2011,Male,84
ASIA,GEORGIA,2011,Female,15
ASIA,GEORGIA,2012,Male,91
ASIA,GEORGIA,2012,Female,14
AFRICA,EGYPT,2004,Male,40
AFRICA,EGYPT,2004,Female,14
ASIA,GEORGIA,2013,Male,135
ASIA,GEORGIA,2013,Female,23
AFRICA,EGYPT,2005,Male,37
AFRICA,EGYPT,2005,Female,15
AFRICA,EGYPT,2006,Male,29
AFRICA,EGYPT,2006,Female,14
ASIA,GEORGIA,2014,Male,158
ASIA,GEORGIA,2014,Female,37
AFRICA,EGYPT,2007,Male,23
AFRICA,EGYPT,2007,Female,9
AFRICA,EGYPT,2008,Male,27
AFRICA,EGYPT,2008,Female,14
AFRICA,EGYPT,2015,Male,35
AFRICA,EGYPT,2015,Female,14
AFRICA,EGYPT,2016,Male,51
AFRICA,EGYPT,2016,Female,10
AFRICA,EGYPT,2017,Male,52
AFRICA,EGYPT,2017,Female,15
AFRICA,EGYPT,2018,Male,63
AFRICA,EGYPT,2018,Female,23
AFRICA,EGYPT,2019,Male,54
AFRICA,EGYPT,2019,Female,18
EUROPE,GREECE,2006,Male,326
EUROPE,GREECE,2006,Female,68
EUROPE,GREECE,2007,Male,268
EUROPE,GREECE,2007,Female,60
EUROPE,GREECE,2008,Male,308
EUROPE,GREECE,2008,Female,65
EUROPE,GREECE,2009,Male,333
EUROPE,GREECE,2009,Female,58
EUROPE,GREECE,2010,Male,336
EUROPE,GREECE,2010,Female,41
EUROPE,GREECE,2011,Male,393
EUROPE,GREECE,2011,Female,84
EUROPE,GREECE,2012,Male,417
EUROPE,GREECE,2012,Female,91
EUROPE,SPAIN,1991,Male,2139
EUROPE,SPAIN,1991,Female,777
EUROPE,SPAIN,1992,Male,2104
EUROPE,SPAIN,1992,Female,682
EUROPE,GREECE,2013,Male,425
EUROPE,GREECE,2013,Female,108
EUROPE,SPAIN,1993,Male,2283
EUROPE,SPAIN,1993,Female,754
EUROPE,SPAIN,1994,Male,2429
EUROPE,SPAIN,1994,Female,742
EUROPE,GREECE,2014,Male,450
EUROPE,GREECE,2014,Female,115
EUROPE,SPAIN,1995,Male,2408
EUROPE,SPAIN,1995,Female,749
EUROPE,SPAIN,1996,Male,2451
EUROPE,SPAIN,1996,Female,869
EUROPE,SPAIN,1997,Male,2526
EUROPE,SPAIN,1997,Female,847
EUROPE,SPAIN,1998,Male,2499
EUROPE,SPAIN,1998,Female,762
EUROPE,SPAIN,1999,Male,2411
EUROPE,SPAIN,1999,Female,809
EUROPE,SPAIN,2000,Male,2575
EUROPE,SPAIN,2000,Female,819
EUROPE,SPAIN,2001,Male,2430
EUROPE,SPAIN,2001,Female,759
EUROPE,SPAIN,2002,Male,2555
EUROPE,SPAIN,2002,Female,817
EUROPE,SPAIN,2003,Male,2650
EUROPE,SPAIN,2003,Female,828
EUROPE,SPAIN,2004,Male,2651
EUROPE,SPAIN,2004,Female,857
EUROPE,SPAIN,2005,Male,2570
EUROPE,SPAIN,2005,Female,829
EUROPE,SPAIN,2006,Male,2512
EUROPE,SPAIN,2006,Female,735
EUROPE,SPAIN,2007,Male,2463
EUROPE,SPAIN,2007,Female,801
EUROPE,SPAIN,2008,Male,2676
EUROPE,SPAIN,2008,Female,781
EUROPE,SPAIN,2009,Male,2666
EUROPE,SPAIN,2009,Female,763
EUROPE,SPAIN,2010,Male,2468
EUROPE,SPAIN,2010,Female,690
EUROPE,SPAIN,2011,Male,2435
EUROPE,SPAIN,2011,Female,745
EUROPE,SPAIN,2012,Male,2724
EUROPE,SPAIN,2012,Female,815
EUROPE,SPAIN,2013,Male,2913
EUROPE,SPAIN,2013,Female,960
EUROPE,SPAIN,2014,Male,2938
EUROPE,SPAIN,2014,Female,973
EUROPE,SPAIN,2015,Male,2681
EUROPE,SPAIN,2015,Female,923
EUROPE,SPAIN,2016,Male,2662
EUROPE,SPAIN,2016,Female,907
EUROPE,SPAIN,2017,Male,2718
EUROPE,SPAIN,2017,Female,962
EUROPE,SPAIN,2018,Male,2619
EUROPE,SPAIN,2018,Female,922
EUROPE,SPAIN,2019,Male,2772
EUROPE,SPAIN,2019,Female,901
EUROPE,SPAIN,2020,Male,2931
EUROPE,SPAIN,2020,Female,1016
EUROPE,SPAIN,2021,Male,2982
EUROPE,SPAIN,2021,Female,1023
EUROPE,ESTONIA,1993,Male,457
EUROPE,ESTONIA,1993,Female,122
EUROPE,ESTONIA,1994,Male,497
EUROPE,ESTONIA,1994,Female,118
EUROPE,ESTONIA,1995,Male,467
EUROPE,ESTONIA,1995,Female,128
EUROPE,ESTONIA,1996,Male,439
EUROPE,ESTONIA,1996,Female,112
EUROPE,ESTONIA,1997,Male,434
EUROPE,ESTONIA,1997,Female,91
EUROPE,ESTONIA,1998,Male,401
EUROPE,ESTONIA,1998,Female,81
EUROPE,ESTONIA,1999,Male,376
EUROPE,ESTONIA,1999,Female,93
AMERICA,GUATEMALA,1991,Male,124
AMERICA,GUATEMALA,1991,Female,32
AMERICA,GUATEMALA,1992,Male,135
AMERICA,GUATEMALA,1992,Female,38
AMERICA,GUATEMALA,1993,Male,139
AMERICA,GUATEMALA,1993,Female,30
EUROPE,ESTONIA,2015,Male,159
EUROPE,ESTONIA,2015,Female,36
EUROPE,ESTONIA,2016,Male,146
EUROPE,ESTONIA,2016,Female,37
EUROPE,ESTONIA,2017,Male,172
EUROPE,ESTONIA,2017,Female,54
EUROPE,ESTONIA,2018,Male,150
EUROPE,ESTONIA,2018,Female,46
EUROPE,ESTONIA,2019,Male,150
EUROPE,ESTONIA,2019,Female,43
EUROPE,ESTONIA,2020,Male,164
EUROPE,ESTONIA,2020,Female,46
AMERICA,GUATEMALA,1994,Male,125
AMERICA,GUATEMALA,1994,Female,21
EUROPE,ESTONIA,2021,Male,149
EUROPE,ESTONIA,2021,Female,37
EUROPE,ESTONIA,2022,Male,147
EUROPE,ESTONIA,2022,Female,46
AMERICA,GUATEMALA,1995,Male,164
AMERICA,GUATEMALA,1995,Female,47
AMERICA,GUATEMALA,1996,Male,125
AMERICA,GUATEMALA,1996,Female,33
AMERICA,GUATEMALA,1997,Male,135
AMERICA,GUATEMALA,1997,Female,44
AMERICA,GUATEMALA,1998,Male,156
AMERICA,GUATEMALA,1998,Female,45
AMERICA,GUATEMALA,1999,Male,192
AMERICA,GUATEMALA,1999,Female,42
AMERICA,GUATEMALA,2000,Male,142
AMERICA,GUATEMALA,2000,Female,40
AMERICA,GUATEMALA,2001,Male,152
AMERICA,GUATEMALA,2001,Female,52
AMERICA,GUATEMALA,2002,Male,195
AMERICA,GUATEMALA,2002,Female,64
AMERICA,GUATEMALA,2003,Male,202
AMERICA,GUATEMALA,2003,Female,53
AMERICA,GUATEMALA,2004,Male,185
AMERICA,GUATEMALA,2004,Female,67
AMERICA,GUATEMALA,2005,Male,179
AMERICA,GUATEMALA,2005,Female,63
AMERICA,GUATEMALA,2006,Male,228
AMERICA,GUATEMALA,2006,Female,72
AMERICA,GUATEMALA,2007,Male,263
AMERICA,GUATEMALA,2007,Female,64
AMERICA,GUATEMALA,2008,Male,371
AMERICA,GUATEMALA,2008,Female,121
AMERICA,GUATEMALA,2009,Male,367
AMERICA,GUATEMALA,2009,Female,146
AMERICA,GUATEMALA,2010,Male,272
AMERICA,GUATEMALA,2010,Female,82
AMERICA,GUATEMALA,2011,Male,252
AMERICA,GUATEMALA,2011,Female,109
AMERICA,GUATEMALA,2012,Male,310
AMERICA,GUATEMALA,2012,Female,110
AMERICA,GUYANA,1995,Male,79
AMERICA,GUYANA,1995,Female,24
AMERICA,GUYANA,1996,Male,53
AMERICA,GUYANA,1996,Female,9
AMERICA,GUYANA,1997,Male,37
AMERICA,GUYANA,1997,Female,4
AMERICA,GUYANA,1998,Male,31
AMERICA,GUYANA,1998,Female,4
EUROPE,FINLAND,2015,Male,558
EUROPE,FINLAND,2015,Female,173
EUROPE,FINLAND,2016,Male,615
EUROPE,FINLAND,2016,Female,172
AMERICA,GUYANA,1999,Male,121
AMERICA,GUYANA,1999,Female,43
EUROPE,FINLAND,2017,Male,611
EUROPE,FINLAND,2017,Female,213
EUROPE,FINLAND,2018,Male,618
EUROPE,FINLAND,2018,Female,192
AMERICA,GUYANA,2001,Male,154
AMERICA,GUYANA,2001,Female,43
EUROPE,FINLAND,2019,Male,567
EUROPE,FINLAND,2019,Female,179
EUROPE,FINLAND,2020,Male,529
EUROPE,FINLAND,2020,Female,188
AMERICA,GUYANA,2002,Male,144
AMERICA,GUYANA,2002,Female,34
EUROPE,FINLAND,2021,Male,524
EUROPE,FINLAND,2021,Female,223
AMERICA,GUYANA,2003,Male,156
AMERICA,GUYANA,2003,Female,45
AMERICA,GUYANA,2004,Male,138
AMERICA,GUYANA,2004,Female,48
AMERICA,GUYANA,2005,Male,127
AMERICA,GUYANA,2005,Female,42
AMERICA,GUYANA,2006,Male,152
AMERICA,GUYANA,2006,Female,50
AMERICA,GUYANA,2007,Male,144
AMERICA,GUYANA,2007,Female,42
AMERICA,GUYANA,2008,Male,124
AMERICA,GUYANA,2008,Female,44
AMERICA,GUYANA,2009,Male,109
AMERICA,GUYANA,2009,Female,47
AMERICA,GUYANA,2010,Male,157
AMERICA,GUYANA,2010,Female,49
AMERICA,GUYANA,2011,Male,153
AMERICA,GUYANA,2011,Female,39
AMERICA,GUYANA,2012,Male,156
AMERICA,GUYANA,2012,Female,50
AMERICA,GUYANA,2013,Male,160
AMERICA,GUYANA,2013,Female,50
AMERICA,GUYANA,2013,Unknown,1
AMERICA,GUYANA,2014,Male,164
AMERICA,GUYANA,2014,Female,40
ASIA,"CHINA, HONG KONG SAR",1991,Male,459
ASIA,"CHINA, HONG KONG SAR",1991,Female,289
ASIA,"CHINA, HONG KONG SAR",1992,Male,427
ASIA,"CHINA, HONG KONG SAR",1992,Female,305
ASIA,"CHINA, HONG KONG SAR",1993,Male,357
ASIA,"CHINA, HONG KONG SAR",1993,Female,252
ASIA,"CHINA, HONG KONG SAR",1994,Male,414
ASIA,"CHINA, HONG KONG SAR",1994,Female,337
ASIA,"CHINA, HONG KONG SAR",1995,Male,440
ASIA,"CHINA, HONG KONG SAR",1995,Female,284
ASIA,"CHINA, HONG KONG SAR",1996,Male,501
ASIA,"CHINA, HONG KONG SAR",1996,Female,287
ASIA,"CHINA, HONG KONG SAR",1997,Male,382
ASIA,"CHINA, HONG KONG SAR",1997,Female,260
ASIA,"CHINA, HONG KONG SAR",1998,Male,545
ASIA,"CHINA, HONG KONG SAR",1998,Female,302
ASIA,"CHINA, HONG KONG SAR",1999,Male,546
ASIA,"CHINA, HONG KONG SAR",1999,Female,326
EUROPE,FRANCE,2015,Male,6857
EUROPE,FRANCE,2015,Female,2103
ASIA,"CHINA, HONG KONG SAR",2000,Male,541
ASIA,"CHINA, HONG KONG SAR",2000,Female,349
EUROPE,FRANCE,2016,Male,6454
EUROPE,FRANCE,2016,Female,1985
EUROPE,FRANCE,2017,Male,6168
EUROPE,FRANCE,2017,Female,2052
ASIA,"CHINA, HONG KONG SAR",2001,Male,611
ASIA,"CHINA, HONG KONG SAR",2001,Female,390
EUROPE,FRANCE,2018,Male,6552
EUROPE,FRANCE,2018,Female,2148
EUROPE,FRANCE,2019,Male,6515
EUROPE,FRANCE,2019,Female,2121
ASIA,"CHINA, HONG KONG SAR",2002,Male,684
ASIA,"CHINA, HONG KONG SAR",2002,Female,356
EUROPE,ESTONIA,1991,Male,319
EUROPE,ESTONIA,1991,Female,108
EUROPE,FRANCE,2020,Male,6599
EUROPE,FRANCE,2020,Female,2211
EUROPE,ESTONIA,1992,Male,376
EUROPE,ESTONIA,1992,Female,121
ASIA,"CHINA, HONG KONG SAR",2003,Male,734
ASIA,"CHINA, HONG KONG SAR",2003,Female,369
ASIA,"CHINA, HONG KONG SAR",2004,Male,837
ASIA,"CHINA, HONG KONG SAR",2004,Female,441
ASIA,"CHINA, HONG KONG SAR",2005,Male,718
ASIA,"CHINA, HONG KONG SAR",2005,Female,431
ASIA,"CHINA, HONG KONG SAR",2006,Male,630
ASIA,"CHINA, HONG KONG SAR",2006,Female,412
ASIA,"CHINA, HONG KONG SAR",2007,Male,578
ASIA,"CHINA, HONG KONG SAR",2007,Female,344
ASIA,"CHINA, HONG KONG SAR",2008,Male,535
ASIA,"CHINA, HONG KONG SAR",2008,Female,343
ASIA,"CHINA, HONG KONG SAR",2009,Male,627
ASIA,"CHINA, HONG KONG SAR",2009,Female,398
ASIA,"CHINA, HONG KONG SAR",2010,Male,629
ASIA,"CHINA, HONG KONG SAR",2010,Female,379
ASIA,"CHINA, HONG KONG SAR",2011,Male,506
ASIA,"CHINA, HONG KONG SAR",2011,Female,315
ASIA,"CHINA, HONG KONG SAR",2012,Male,513
ASIA,"CHINA, HONG KONG SAR",2012,Female,310
ASIA,"CHINA, HONG KONG SAR",2013,Male,619
ASIA,"CHINA, HONG KONG SAR",2013,Female,380
ASIA,"CHINA, HONG KONG SAR",2014,Male,563
ASIA,"CHINA, HONG KONG SAR",2014,Female,363
EUROPE,HUNGARY,1993,Male,2715
EUROPE,HUNGARY,1993,Female,979
EUROPE,HUNGARY,1994,Male,2727
EUROPE,HUNGARY,1994,Female,898
EUROPE,HUNGARY,1995,Male,2478
EUROPE,HUNGARY,1995,Female,891
EUROPE,HUNGARY,1996,Male,2522
EUROPE,HUNGARY,1996,Female,916
EUROPE,HUNGARY,1997,Male,2388
EUROPE,HUNGARY,1997,Female,826
EUROPE,HUNGARY,1998,Male,2469
EUROPE,HUNGARY,1998,Female,778
EUROPE,HUNGARY,1999,Male,2550
EUROPE,HUNGARY,1999,Female,778
EUROPE,HUNGARY,2000,Male,2463
EUROPE,HUNGARY,2000,Female,806
EUROPE,HUNGARY,2001,Male,2282
EUROPE,HUNGARY,2001,Female,697
EUROPE,HUNGARY,2002,Male,2195
EUROPE,HUNGARY,2002,Female,648
EUROPE,HUNGARY,2003,Male,2161
EUROPE,HUNGARY,2003,Female,640
EUROPE,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,1991,Male,3494
EUROPE,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,1991,Female,1053
EUROPE,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,1992,Male,3557
